interaction_id,customer_id,customer_name,touchpoint,mode,interaction_type,product_id,product_name,category,personalized,recommendation_accepted,engagement_seconds,interaction_date,region
INT-001812,CUST-0335,Rachel Patrick,Web,Online,Add To Cart,PROD-FUR-000,Standing Desk Mat,Furniture,False,False,137,2024-08-17,Asia Pacific
INT-001813,CUST-0382,Ronald Berry,Store,Offline,Recommendation Click,,,,True,True,101,2024-05-11,North America
INT-001814,CUST-0023,Jennifer Brock,Call Center,Offline,Support Chat,,,,False,False,120,2024-09-25,North America
INT-001815,CUST-0424,Cindy Miller,Web,Online,Browse,PROD-STA-006,Stapler,Stationery,True,False,127,2024-04-30,Europe
INT-001816,CUST-0521,Shelley Schneider,Web,Online,Browse,PROD-STA-007,Paper Clips Box,Stationery,False,False,113,2024-03-15,North America
INT-001817,CUST-0513,Christine Watkins,Mobile App,Online,Search,PROD-FUR-007,Side Table,Furniture,False,False,124,2024-05-11,North America
INT-001818,CUST-0125,Dawn Rowland,Store,Offline,Recommendation Click,PROD-STA-003,Sticky Notes,Stationery,False,False,112,2024-03-17,Europe
INT-001819,CUST-0066,Elizabeth White,Web,Online,Browse,PROD-STA-007,Paper Clips Box,Stationery,False,False,117,2024-02-18,North America
INT-001820,CUST-0462,Amanda Williams,Email,Online,Browse,PROD-STA-002,Highlighter Set,Stationery,False,False,125,2024-05-20,North America
INT-001821,CUST-0214,Brenda Cook,Store,Offline,Browse,,,,True,False,131,2024-11-11,Asia Pacific
INT-001822,CUST-0052,Brian Fuentes,Call Center,Offline,Search,PROD-ELE-006,Laptop Stand,Electronics,True,False,111,2024-06-08,North America
INT-001823,CUST-0312,Traci Flores,Store,Offline,Browse,PROD-STA-007,Paper Clips Box,Stationery,False,False,104,2024-12-16,Europe
INT-001824,CUST-0310,Katie Guzman,Email,Online,Recommendation Click,,,,True,True,123,2024-08-26,North America
INT-001825,CUST-0373,Jeffrey Smith,Mobile App,Online,Recommendation Click,PROD-STA-003,Sticky Notes,Stationery,False,False,107,2024-07-05,Asia Pacific
INT-001826,CUST-0495,Amanda Gomez,Mobile App,Online,Browse,PROD-STA-002,Highlighter Set,Stationery,True,False,141,2024-06-14,Asia Pacific
INT-001827,CUST-0047,Brianna Hoffman,Web,Online,Wishlist Add,PROD-STA-000,Notebook A5,Stationery,False,False,125,2024-05-03,North America
INT-001828,CUST-0359,Tracy Wells,Web,Online,Search,PROD-STA-005,Whiteboard Marker,Stationery,True,False,112,2024-02-23,North America
INT-001829,CUST-0223,Lisa Bowen,Web,Online,Wishlist Add,PROD-FUR-000,Standing Desk Mat,Furniture,True,False,109,2024-10-23,North America
INT-001830,CUST-0170,Francisco Crawford,Email,Online,Browse,PROD-STA-007,Paper Clips Box,Stationery,True,False,133,2024-10-05,Europe
INT-001831,CUST-0435,Kristie Brown,Store,Offline,Support Chat,PROD-FUR-006,Office Desk,Furniture,True,False,125,2024-08-01,Europe
INT-001832,CUST-0460,Tyrone Navarro,Web,Online,Add To Cart,PROD-FUR-000,Standing Desk Mat,Furniture,False,False,112,2024-12-10,North America
INT-001833,CUST-0277,Melissa Hester,Email,Online,Support Chat,PROD-STA-005,Whiteboard Marker,Stationery,False,False,126,2024-01-14,Europe
INT-001834,CUST-0236,Elizabeth Campbell,Web,Online,Store Visit,PROD-FUR-007,Side Table,Furniture,False,False,136,2024-12-02,Asia Pacific
INT-001835,CUST-0260,Dr. Raven Harvey,Mobile App,Online,Browse,,,,True,True,120,2024-06-30,Europe
INT-001836,CUST-0206,Ashley Duncan,Web,Online,Recommendation Click,PROD-STA-006,Stapler,Stationery,True,False,126,2024-07-23,North America
INT-001837,CUST-0089,James Rhodes,Mobile App,Online,Search,PROD-STA-003,Sticky Notes,Stationery,True,True,127,2024-11-23,North America
INT-001838,CUST-0545,Alison Andrews,Store,Offline,Browse,PROD-STA-006,Stapler,Stationery,False,False,133,2024-12-06,Europe
INT-001839,CUST-0293,Joseph Jones,Email,Online,Wishlist Add,,,,False,False,126,2024-02-28,Asia Pacific
INT-001840,CUST-0308,Greg Ramirez,Web,Online,Add To Cart,,,,False,False,112,2024-01-06,Europe
INT-001841,CUST-0305,Erika Patterson,Web,Online,Recommendation Click,PROD-STA-003,Sticky Notes,Stationery,True,False,134,2024-02-09,Asia Pacific
INT-001842,CUST-0241,Charles Watson,Web,Online,Wishlist Add,PROD-FUR-000,Standing Desk Mat,Furniture,True,True,117,2024-04-03,Asia Pacific
INT-001843,CUST-0448,Bobby Blackwell,Mobile App,Online,Browse,PROD-FUR-003,Bookshelf,Furniture,True,False,102,2024-04-04,Europe
INT-001844,CUST-0523,Megan Joyce,Mobile App,Online,Search,PROD-STA-006,Stapler,Stationery,False,False,126,2024-08-23,Europe
INT-001845,CUST-0561,Stephen Walker,Social Media,Online,Wishlist Add,PROD-FUR-000,Standing Desk Mat,Furniture,True,False,110,2024-10-02,North America
INT-001846,CUST-0370,Frank Young,Web,Online,Add To Cart,PROD-ELE-000,Wireless Mouse,Electronics,True,False,107,2024-11-23,North America
INT-001847,CUST-0088,Alex Coleman,Mobile App,Online,Browse,,,,False,False,141,2024-10-08,North America
INT-001848,CUST-0337,Christine Lowe,Web,Online,Browse,PROD-FUR-004,Filing Cabinet,Furniture,True,False,136,2024-08-28,Europe
INT-001849,CUST-0433,Edward Avery,Mobile App,Online,Search,,,,False,False,118,2024-11-08,North America
INT-001850,CUST-0083,Shaun Roth,Web,Online,Browse,PROD-ELE-006,Laptop Stand,Electronics,False,False,149,2024-10-26,North America
INT-001851,CUST-0491,Mr. Trevor Berry,Web,Online,Browse,PROD-ELE-002,USB-C Hub,Electronics,False,False,124,2024-11-30,Asia Pacific
INT-001852,CUST-0471,Michael Cohen,Mobile App,Online,Support Chat,,,,False,False,142,2024-08-14,North America
INT-001853,CUST-0546,John Ramirez,Mobile App,Online,Browse,,,,False,False,124,2024-01-22,North America
INT-001854,CUST-0098,Michael Alexander,Mobile App,Online,Recommendation Click,,,,False,False,114,2024-09-24,North America
INT-001855,CUST-0359,Tracy Wells,Store,Offline,Search,PROD-ELE-004,Webcam 1080p,Electronics,False,False,107,2024-07-15,North America
INT-001856,CUST-0502,Eric Wood,Store,Offline,Support Chat,PROD-FUR-003,Bookshelf,Furniture,True,True,123,2024-03-22,Asia Pacific
INT-001857,CUST-0065,John Walker,Mobile App,Online,Add To Cart,PROD-FUR-003,Bookshelf,Furniture,False,False,126,2024-04-26,Europe
INT-001858,CUST-0362,Laura Macias,Web,Online,Store Visit,PROD-ELE-004,Webcam 1080p,Electronics,False,False,105,2024-01-31,Europe
INT-001859,CUST-0574,Michael Gonzalez,Mobile App,Online,Browse,PROD-ELE-000,Wireless Mouse,Electronics,True,True,124,2024-08-21,Europe
INT-001860,CUST-0559,Martha Smith,Web,Online,Recommendation Click,PROD-STA-007,Paper Clips Box,Stationery,False,False,90,2024-05-25,North America
INT-001861,CUST-0479,Jacob Gardner,Web,Online,Browse,PROD-ELE-003,Bluetooth Headphones,Electronics,False,False,128,2024-08-01,Asia Pacific
INT-001862,CUST-0271,Mrs. Angela Moore,Mobile App,Online,Add To Cart,,,,True,True,128,2024-10-02,North America
INT-001863,CUST-0151,Amy Valdez,Call Center,Offline,Browse,,,,True,False,116,2024-09-12,North America
INT-001864,CUST-0087,Deanna Sanchez,Mobile App,Online,Browse,PROD-ELE-006,Laptop Stand,Electronics,True,False,140,2024-09-15,Europe
INT-001865,CUST-0269,Rachael Lowe,Social Media,Online,Browse,PROD-ELE-005,Portable SSD,Electronics,True,True,114,2024-11-18,Asia Pacific
INT-001866,CUST-0307,Donna Branch,Web,Online,Store Visit,PROD-ELE-000,Wireless Mouse,Electronics,True,False,99,2024-09-17,North America
INT-001867,CUST-0495,Amanda Gomez,Web,Online,Recommendation Click,PROD-STA-007,Paper Clips Box,Stationery,False,False,116,2024-12-08,North America
INT-001868,CUST-0116,Crystal Shelton,Web,Online,Add To Cart,,,,False,False,103,2024-02-03,Europe
INT-001869,CUST-0303,Veronica Parsons,Store,Offline,Search,,,,True,False,100,2024-11-10,Europe
INT-001870,CUST-0275,Darren Henderson,Email,Online,Browse,PROD-STA-006,Stapler,Stationery,False,False,99,2024-11-19,North America
INT-001871,CUST-0169,Jeremy Harris,Email,Online,Search,,,,False,False,115,2024-03-22,North America
INT-001872,CUST-0353,Jamie Parsons,Social Media,Online,Browse,PROD-FUR-007,Side Table,Furniture,True,True,141,2024-09-14,Asia Pacific
INT-001873,CUST-0006,Robert Schmitt,Social Media,Online,Browse,PROD-FUR-006,Office Desk,Furniture,True,False,95,2024-02-12,North America
INT-001874,CUST-0038,Raymond Johnson,Store,Offline,Store Visit,PROD-ELE-007,HDMI Cable,Electronics,True,False,101,2024-03-27,Asia Pacific
INT-001875,CUST-0190,Walter Chavez,Mobile App,Online,Store Visit,,,,False,False,123,2024-07-19,Europe
INT-001876,CUST-0459,Claudia Doyle,Store,Offline,Search,,,,True,True,128,2024-09-19,North America
INT-001877,CUST-0134,Gail Horton,Store,Offline,Recommendation Click,PROD-ELE-006,Laptop Stand,Electronics,True,False,128,2024-12-03,North America
INT-001878,CUST-0017,Jay Goodman,Store,Offline,Search,PROD-STA-005,Whiteboard Marker,Stationery,False,False,104,2024-07-20,Asia Pacific
INT-001879,CUST-0527,Sarah Brown,Store,Offline,Add To Cart,PROD-ELE-007,HDMI Cable,Electronics,False,False,122,2024-12-06,North America
INT-001880,CUST-0236,Elizabeth Campbell,Email,Online,Support Chat,PROD-STA-005,Whiteboard Marker,Stationery,True,False,136,2024-02-25,North America
INT-001881,CUST-0426,Sheri Paul,Email,Online,Recommendation Click,PROD-FUR-003,Bookshelf,Furniture,False,False,109,2024-09-04,Europe
INT-001882,CUST-0191,Ashley Jackson,Email,Online,Browse,,,,True,True,112,2024-10-15,North America
INT-001883,CUST-0172,Laura Tapia,Mobile App,Online,Add To Cart,,,,True,False,133,2024-10-02,Asia Pacific
INT-001884,CUST-0310,Katie Guzman,Web,Online,Recommendation Click,PROD-ELE-001,Mechanical Keyboard,Electronics,True,False,104,2024-01-04,Europe
INT-001885,CUST-0102,Jason Hart,Email,Online,Search,PROD-ELE-003,Bluetooth Headphones,Electronics,False,False,124,2024-01-03,North America
INT-001886,CUST-0596,Gregg Fitzgerald,Web,Online,Wishlist Add,PROD-STA-003,Sticky Notes,Stationery,True,False,124,2024-04-29,North America
INT-001887,CUST-0482,Kimberly Wilson,Web,Online,Add To Cart,PROD-STA-005,Whiteboard Marker,Stationery,True,False,128,2024-02-20,Europe
INT-001888,CUST-0282,Nicole Douglas,Mobile App,Online,Wishlist Add,PROD-STA-006,Stapler,Stationery,True,False,85,2024-12-12,North America
INT-001889,CUST-0009,Lauren White,Social Media,Online,Store Visit,PROD-FUR-005,Desk Lamp,Furniture,False,False,126,2024-02-17,North America
INT-001890,CUST-0317,Perry Brooks,Store,Offline,Browse,PROD-FUR-001,Monitor Arm,Furniture,False,False,118,2024-01-04,Asia Pacific
INT-001891,CUST-0495,Amanda Gomez,Web,Online,Browse,PROD-STA-001,Ballpoint Pen Pack,Stationery,False,False,114,2024-06-13,North America
INT-001892,CUST-0518,Dale Carlson,Social Media,Online,Recommendation Click,PROD-FUR-005,Desk Lamp,Furniture,False,False,136,2024-11-28,North America
INT-001893,CUST-0579,Lindsay Nixon,Web,Online,Search,,,,False,False,104,2024-01-08,Asia Pacific
INT-001894,CUST-0487,Timothy Osborne,Mobile App,Online,Recommendation Click,PROD-ELE-001,Mechanical Keyboard,Electronics,True,False,110,2024-07-24,Europe
INT-001895,CUST-0016,Susan Dawson,Email,Online,Support Chat,PROD-FUR-003,Bookshelf,Furniture,False,False,116,2024-02-24,Europe
INT-001896,CUST-0072,Sarah Hughes,Mobile App,Online,Browse,PROD-STA-007,Paper Clips Box,Stationery,True,True,112,2024-05-20,North America
INT-001897,CUST-0320,Sharon Hensley,Web,Online,Add To Cart,PROD-FUR-003,Bookshelf,Furniture,False,False,92,2024-07-12,Asia Pacific
INT-001898,CUST-0332,Alejandro Barker,Web,Online,Recommendation Click,PROD-FUR-005,Desk Lamp,Furniture,False,False,112,2024-03-19,North America
INT-001899,CUST-0265,Nancy Osborn,Store,Offline,Search,,,,False,False,130,2024-01-06,North America
INT-001900,CUST-0292,Michael Meyer,Email,Online,Search,,,,True,True,128,2024-02-02,Asia Pacific
INT-001901,CUST-0361,Derek Lewis,Social Media,Online,Add To Cart,PROD-FUR-003,Bookshelf,Furniture,False,False,137,2024-01-11,North America
INT-001902,CUST-0127,Daniel Nunez,Email,Online,Recommendation Click,,,,False,False,111,2024-11-05,North America
INT-001903,CUST-0390,Matthew Fitzgerald,Store,Offline,Browse,,,,False,False,146,2024-12-06,North America
INT-001904,CUST-0033,Vicki Howard,Web,Online,Wishlist Add,,,,True,False,122,2024-02-11,North America
INT-001905,CUST-0044,Susan Bates,Web,Online,Browse,PROD-FUR-006,Office Desk,Furniture,True,False,114,2024-09-24,Asia Pacific
INT-001906,CUST-0101,Walter Stone,Web,Online,Search,,,,False,False,118,2024-04-28,North America
INT-001907,CUST-0525,John Johnson,Web,Online,Browse,,,,False,False,117,2024-05-11,Europe
INT-001908,CUST-0173,Steven Orr,Mobile App,Online,Search,PROD-FUR-002,Ergonomic Chair,Furniture,True,True,139,2024-12-13,North America
INT-001909,CUST-0597,Thomas Sheppard,Mobile App,Online,Wishlist Add,PROD-FUR-003,Bookshelf,Furniture,False,False,111,2024-11-25,North America
INT-001910,CUST-0327,Jenny Juarez,Web,Online,Search,PROD-FUR-007,Side Table,Furniture,True,False,124,2024-12-18,Europe
INT-001911,CUST-0585,Benjamin Fox,Store,Offline,Recommendation Click,PROD-STA-005,Whiteboard Marker,Stationery,True,True,107,2024-08-21,Europe
INT-001912,CUST-0556,Michael Hill,Web,Online,Add To Cart,PROD-FUR-000,Standing Desk Mat,Furniture,False,False,127,2024-10-01,North America
INT-001913,CUST-0163,Robert Martin,Web,Online,Add To Cart,,,,True,True,119,2024-12-03,North America
INT-001914,CUST-0496,Jeremiah Brown,Web,Online,Add To Cart,PROD-STA-007,Paper Clips Box,Stationery,True,False,102,2024-06-08,North America
INT-001915,CUST-0127,Daniel Nunez,Mobile App,Online,Search,PROD-STA-007,Paper Clips Box,Stationery,True,False,132,2024-07-27,Europe
INT-001916,CUST-0417,Jennifer Garner,Mobile App,Online,Wishlist Add,PROD-FUR-004,Filing Cabinet,Furniture,False,False,135,2024-04-01,North America
INT-001917,CUST-0219,Andrew Smith,Store,Offline,Recommendation Click,PROD-FUR-007,Side Table,Furniture,False,False,127,2024-02-23,North America
INT-001918,CUST-0052,Brian Fuentes,Mobile App,Online,Recommendation Click,PROD-ELE-004,Webcam 1080p,Electronics,True,False,106,2024-03-11,Asia Pacific
INT-001919,CUST-0468,Daniel Jones,Mobile App,Online,Browse,PROD-FUR-005,Desk Lamp,Furniture,True,True,136,2024-05-12,North America
INT-001920,CUST-0055,Keith Brown,Store,Offline,Browse,PROD-FUR-005,Desk Lamp,Furniture,False,False,116,2024-01-22,Asia Pacific
INT-001921,CUST-0299,Jeffrey Harrison,Web,Online,Wishlist Add,PROD-STA-004,Document Folder,Stationery,False,False,123,2024-08-03,North America
INT-001922,CUST-0148,Brian Landry,Email,Online,Browse,PROD-STA-001,Ballpoint Pen Pack,Stationery,False,False,117,2024-06-07,Europe
INT-001923,CUST-0101,Walter Stone,Social Media,Online,Support Chat,PROD-ELE-002,USB-C Hub,Electronics,False,False,119,2024-02-23,North America
INT-001924,CUST-0513,Christine Watkins,Mobile App,Online,Support Chat,,,,True,False,121,2024-01-19,North America
INT-001925,CUST-0309,Jennifer Pierce,Web,Online,Browse,,,,True,False,117,2024-07-04,North America
INT-001926,CUST-0175,Jeremiah Callahan,Mobile App,Online,Browse,PROD-STA-000,Notebook A5,Stationery,False,False,110,2024-09-27,Europe
INT-001927,CUST-0115,Angela Hays,Email,Online,Wishlist Add,,,,True,False,122,2024-07-10,Asia Pacific
INT-001928,CUST-0107,James Hill,Email,Online,Store Visit,PROD-STA-003,Sticky Notes,Stationery,False,False,134,2024-02-22,Europe
INT-001929,CUST-0422,Crystal Johnson,Social Media,Online,Add To Cart,PROD-ELE-003,Bluetooth Headphones,Electronics,False,False,114,2024-12-05,Asia Pacific
INT-001930,CUST-0478,Megan Schmidt,Web,Online,Recommendation Click,,,,True,False,123,2024-01-16,North America
INT-001931,CUST-0160,Nathan Walker,Web,Online,Search,PROD-FUR-000,Standing Desk Mat,Furniture,True,True,115,2024-09-27,North America
INT-001932,CUST-0261,Christine Mcmillan,Mobile App,Online,Wishlist Add,PROD-STA-003,Sticky Notes,Stationery,True,False,114,2024-03-07,Europe
INT-001933,CUST-0351,Stacey Newman,Store,Offline,Add To Cart,PROD-FUR-004,Filing Cabinet,Furniture,False,False,123,2024-06-05,Asia Pacific
INT-001934,CUST-0441,Desiree Phillips,Web,Online,Browse,PROD-ELE-006,Laptop Stand,Electronics,True,False,122,2024-08-08,Asia Pacific
INT-001935,CUST-0550,Jacqueline Richardson DDS,Mobile App,Online,Recommendation Click,PROD-ELE-000,Wireless Mouse,Electronics,False,False,109,2024-10-10,Europe
INT-001936,CUST-0083,Shaun Roth,Email,Online,Search,,,,False,False,146,2024-03-22,Europe
INT-001937,CUST-0222,Todd Woods,Social Media,Online,Add To Cart,PROD-FUR-000,Standing Desk Mat,Furniture,False,False,110,2024-09-07,Europe
INT-001938,CUST-0421,Christian Thomas,Web,Online,Recommendation Click,PROD-STA-005,Whiteboard Marker,Stationery,True,False,117,2024-09-10,North America
INT-001939,CUST-0280,Erik Duncan,Call Center,Offline,Browse,PROD-FUR-007,Side Table,Furniture,False,False,119,2024-04-22,Asia Pacific
INT-001940,CUST-0107,James Hill,Store,Offline,Browse,PROD-ELE-001,Mechanical Keyboard,Electronics,False,False,128,2024-08-20,Asia Pacific
INT-001941,CUST-0277,Melissa Hester,Mobile App,Online,Search,PROD-FUR-006,Office Desk,Furniture,True,False,116,2024-12-26,North America
INT-001942,CUST-0145,Jennifer Bailey,Web,Online,Wishlist Add,,,,True,True,114,2024-08-21,Europe
INT-001943,CUST-0349,Lindsay Anderson,Web,Online,Add To Cart,PROD-STA-004,Document Folder,Stationery,True,False,112,2024-08-26,Asia Pacific
INT-001944,CUST-0302,Jennifer Arnold,Web,Online,Browse,,,,True,False,120,2024-03-18,North America
INT-001945,CUST-0117,Kelly Parker,Mobile App,Online,Browse,,,,True,True,106,2024-02-13,Asia Pacific
INT-001946,CUST-0555,Patrick Butler,Mobile App,Online,Store Visit,,,,False,False,132,2024-01-15,North America
INT-001947,CUST-0067,Amber Grant,Store,Offline,Browse,,,,True,False,119,2024-03-04,Asia Pacific
INT-001948,CUST-0151,Amy Valdez,Email,Online,Add To Cart,PROD-ELE-005,Portable SSD,Electronics,True,False,109,2024-06-18,Europe
INT-001949,CUST-0509,Alison Snyder,Mobile App,Online,Support Chat,PROD-ELE-000,Wireless Mouse,Electronics,True,False,107,2024-07-02,North America
INT-001950,CUST-0339,Melinda Smith,Web,Online,Wishlist Add,PROD-ELE-000,Wireless Mouse,Electronics,False,False,127,2024-01-19,Asia Pacific
INT-001951,CUST-0243,Christopher Schmidt,Call Center,Offline,Add To Cart,PROD-ELE-003,Bluetooth Headphones,Electronics,True,True,121,2024-12-02,Europe
INT-001952,CUST-0414,Elizabeth Thompson,Store,Offline,Browse,PROD-FUR-001,Monitor Arm,Furniture,False,False,124,2024-11-19,North America
INT-001953,CUST-0426,Sheri Paul,Email,Online,Recommendation Click,PROD-FUR-002,Ergonomic Chair,Furniture,False,False,113,2024-11-30,North America
INT-001954,CUST-0431,Kelsey Reynolds,Store,Offline,Recommendation Click,PROD-FUR-005,Desk Lamp,Furniture,False,False,103,2024-02-06,Asia Pacific
INT-001955,CUST-0042,Tyler Oneill,Social Media,Online,Browse,PROD-STA-004,Document Folder,Stationery,False,False,119,2024-04-28,North America
INT-001956,CUST-0429,Donna Kelly,Store,Offline,Recommendation Click,PROD-ELE-003,Bluetooth Headphones,Electronics,False,False,110,2024-06-30,North America
INT-001957,CUST-0566,Vanessa Rodgers,Social Media,Online,Browse,PROD-FUR-003,Bookshelf,Furniture,False,False,153,2024-06-29,Europe
INT-001958,CUST-0445,Jacob Williams,Call Center,Offline,Browse,,,,False,False,129,2024-08-26,Europe
INT-001959,CUST-0000,Jordan Martin,Web,Online,Store Visit,PROD-STA-002,Highlighter Set,Stationery,True,False,115,2024-01-25,North America
INT-001960,CUST-0556,Michael Hill,Social Media,Online,Search,PROD-ELE-005,Portable SSD,Electronics,False,False,124,2024-05-21,Asia Pacific
